1;1;0.23;0.83;0.17;0;3027
1;1;0.23;0.71;0.3;0;3006
1;1;0.23;0.71;0.35;0.33;3087
1;1;0.23;0.79;0.43;0.67;3219
1;1;0.23;0.83;0.61;0.33;3225
1;1;0.23;0.75;0.65;0.33;3197
0.89;1;0.46;0.83;0.52;0.33;3216
0.89;1;0.46;0.71;0.61;0.67;3251
0.89;0.5;0.46;0.88;0.61;0.67;2786
0.89;0.5;0.46;0.96;0.57;0.67;2814
0.89;0.5;0.46;1;0.57;0.67;2834
0.89;0.5;0.46;0.88;0.61;1;2852
0.86;0.5;0.46;0.92;0.52;0.33;2672
0.83;0.5;0.74;0.83;0.43;1;2891
0.72;0.5;1;0.63;0.57;1;2872
0.72;1;1;0.5;0.83;1;3435
0.56;1;1;0.42;0.7;1;3148
0.39;1;1;0.25;0.7;0.67;2776
0.39;1;1;0.17;1;1;2892
0.11;1;0.46;0.17;0.3;0;1740
0;1;0;0.13;0;0.33;1231
0;1;0;0.04;0.04;0.33;1198
0;1;0;0.04;0.13;0.33;1225
1;1;0;0.72;0;0.2;2800
1;1;0.36;0.6;0.12;0;2988
1;1;0.36;0.56;0.35;0.2;3077
1;1;0.36;0.52;0.41;0.4;3115
1;1;0.36;0.48;0.53;0.4;3131
1;1;0;0.52;0.35;0.6;2885
1;1;0;0.56;0.41;0.4;2883
1;1;0;0.56;0.35;0.4;2865
1;1;0;0.72;0.47;0.6;3021
1;1;0;0.84;0.47;0.6;3081
1;1;0.16;0.84;0.59;0.6;3229
1;1;0.16;0.8;0.47;0.8;3213
1;1;0.16;0.76;0.47;0.8;3193
1;1;0.16;0.88;0.47;0.8;3253
1;1;0.16;0.88;0.41;0.8;3235
1;1;0.16;0.92;0.29;0.8;3219
1;1;0.16;1;0.29;0.4;3179
1;1;0.16;0.84;0.35;0.8;3197
1;1;0.16;0.76;0.59;1;3269
0.61;1;0.16;0.6;0.47;0.4;2526
0.46;1;0.16;0.4;0.35;0.4;2195
0.46;1;0.16;0.52;0.29;0.4;2237
0.46;1;0.16;0.56;0.24;0.6;2282
0.42;1;0.16;0.44;0.35;0.4;2163
0.38;1;0.16;0.36;0.47;0.2;2067
0.38;1;0.16;0.44;0.35;0.2;2071
0.38;1;0.33;0.4;0.47;0.4;2246
0.38;1;0.16;0.28;0.41;0.8;2129
0.38;1;0.69;0.32;0.47;0.8;2538
0.24;1;0.16;0.28;0.53;0.8;1983
0.09;1;1;0.12;0.71;0.6;2310
0.09;1;0.33;0.12;0.71;0.4;1801
0.09;1;0.16;0.16;0.88;0.4;1753
0.09;1;0.16;0.16;1;0.4;1789
0.09;1;0.33;0.12;1;0.2;1848
1;1;0;0.77;0;0;2785
1;1;0;0.62;0.09;0.2;2777
1;1;0;0.46;0.18;0.4;2764
1;1;0.5;0.85;0.09;0.2;3242
1;1;0.5;0.77;0.09;0.6;3282
0.83;1;0.5;0.85;0;0;2954
0.83;1;0.5;0.69;0.36;0.2;3022
0.83;1;0.5;0.69;0.45;0.4;3089
0.83;1;0.5;0.69;0.64;0.2;3106
0.67;1;0.5;0.38;0.55;0.2;2716
0.67;0.75;0.5;0.38;0.55;0.2;2441
0.67;0.75;0.5;0.54;0.45;0.6;2571
0.67;1;0.5;0.62;0.27;0.6;2832
0.62;1;1;0.46;0.45;0.4;3051
0.62;0.5;1;0.46;0.55;0.4;2531
0.62;0.5;1;0.62;0.45;0.2;2541
0.62;0.25;1;0.85;0.55;0.2;2411
0.62;0;1;0.85;0.55;0.4;2176
0.62;0.5;1;0.77;0.64;0.4;2713
0.62;0.5;1;0.77;0.82;0.4;2767
0.62;0.5;1;0.69;0.82;0.8;2807
0.62;1;1;0.46;0.64;0.8;3188
0.45;1;1;0.23;0.64;0.8;2852
0.45;0.25;1;0.31;0.82;1;2161
0;0.25;1;0;0.73;0.8;1354
0;0.25;1;0.23;0.64;0.6;1402
0;0;1;0;0.64;0.6;1012
0;0;1;0;0.64;0.6;1012
1;1;0.19;0.56;0.18;0;2867
1;1;0.19;0.52;0.29;0.14;2908
1;1;0.19;0.72;0.29;0.14;3008
1;1;0.19;0.76;0.29;0.14;3028
1;1;0.19;0.88;0.29;0.14;3088
1;0.75;0.38;1;0.35;0.14;3024
1;1;0.38;0.96;0.35;0.29;3309
0.97;1;0.6;0.68;0.53;0.14;3308
0.87;0.75;0;0.76;0.35;0.29;2499
0.87;0.75;0.19;0.68;0.59;0.29;2664
0.87;0.75;0.19;0.64;0.71;0.29;2680
0.76;0.75;0.19;0.68;0.35;0.14;2419
0.76;0.75;0.19;0.68;0.41;0.29;2467
0.76;0.5;0.19;0.64;0.47;0.29;2190
0.76;0.75;0.19;0.68;0.47;0.29;2485
0.66;1;0.19;0.56;0.47;0.29;2570
0.66;1;0.19;0.56;0.47;0.29;2570
0.66;1;0.19;0.56;0.53;0.29;2588
0.63;1;0.38;0.44;0.71;1;2818
0.35;1;0.38;0.24;0.76;0.43;2255
0.19;1;0.38;0.2;0.35;0.14;1846
0.19;1;0.38;0.12;0.47;0.29;1872
0.19;1;0.56;0.08;0.53;0.29;1996
0.19;1;0.38;0.12;0.41;0.29;1854
0.19;1;0.38;0.08;0.88;0.14;1945
0.03;1;0.38;0.04;0.29;0.14;1540
0;1;0.81;0.04;0.41;0.14;1838
0;1;0.81;0.04;0.35;0.14;1820
0;1;0.81;0.04;0.59;0;1864
0;1;0.81;0.04;0.59;0;1864
1;1;0;0.72;0;0;2760
1;1;0.09;0.94;0.05;0;2948
