0;0;0;0;0;0;0;0.5;1;0.08;0.87;0.06;0;110129
0;0;0;0;0;0;0;0.5;1;0.15;0.77;0.35;0.17;110042
0;0;0;0;0;0;0;0.5;1;0.15;0.84;0.18;0.17;112191
0;0;0;0;1;1;0;0.5;1;0.15;0.84;0.24;0;117586
0;0;0;0;0;0;0;0.5;1;0.15;0.87;0.24;0.17;120123
0;0;0;0;0;0;0;0.5;1;0.15;0.9;0.35;0.17;118281
0;0;0;0;0;1;0;0.34;1;0;0.9;0.29;0.17;134291
0;1;0;0;0;1;0;0.5;1;0.08;0.97;0.29;0.17;118319
0;0;0;0;0;1;0;0.5;0.67;0.15;0.84;0.47;0.33;117445
0;0;0;0;0;1;0;0.5;0.67;0.15;0.84;0.47;0.5;114682
0;0;0;1;0;1;0;0.34;0.67;0.08;0.74;0.41;0.5;125877
0;1;0;1;0;1;0;0.5;0.67;0.15;0.74;0.65;0.33;101066
0;0;0;1;1;1;0;0.5;1;0.15;0.77;0.76;0.17;102720
0;0;0;1;0;1;0;0;0.33;0.15;0.45;0.71;0.5;132346
0;1;0;1;0;1;0;0.64;0.67;0.08;0.35;0.82;0.5;96744
0;1;0;1;0;0;0;0.64;0.67;0.08;0.26;0.88;0.33;112955
0;0;0;0;0;0;0;0.48;0.67;0;0.45;0.59;0.33;132634
1;1;0;0;0;0;0;0.64;0.33;0;0.45;0.53;0.17;108587
0;0;0;0;0;0;0;0.64;1;0;0.39;0.65;0.17;82335
0;0;0;0;0;0;0;0.64;1;0.08;0.42;0.41;0.33;81022
0;0;0;0;1;1;0;0.64;0.67;0.15;0.42;0.47;0.33;77644
0;1;0;0;0;1;0;0.64;0.67;0.15;0.32;0.47;0.33;69975
0;0;0;1;0;1;0;0.64;0.67;0.08;0.32;0.35;0.17;87892
0;0;0;1;0;1;0;0.64;0.67;0.08;0.26;0.47;0.33;87892
0;0;0;1;0;1;0;0.64;0.67;0.08;0.23;0.47;0.5;72056
0;0;0;1;0;1;0;0.64;0.67;0.08;0.23;0.47;0.5;71673
0;0;0;1;0;1;0;0.64;0.67;0.08;0.23;0.53;0.5;75471
0;0;0;1;0;1;0;0.64;0;0.08;0.23;0.59;0.5;73754
0;1;0;0;0;0;0;0.8;0;0.08;0.13;0.59;0.67;43682
0;0;0;0;0;1;0;0.8;0;0.08;0.16;0.53;0.5;60147
0;1;0;0;0;1;0;0.78;0;0.08;0.06;0.76;0.33;57358
1;0;0;0;0;0;0;0.78;0;0.08;0.03;1;0.5;41814
0;0;0;0;0;0;0;0.5;1;0.09;0.91;0.19;0;113793
0;0;0;0;0;0;0;0.5;1;0.19;0.83;0.5;0.2;114316
0;0;0;0;0;0;0;0.5;1;0.19;0.89;0.25;0.4;116336
0;1;0;0;0;0;0;0.5;1;0.19;0.86;0.25;0.2;154558
0;0;0;1;0;0;0;0.44;1;0.09;0.91;0.25;0.2;165373
0;0;0;1;0;0;0;0.44;1;0.19;0.8;0.31;0.4;124062
0;0;0;0;0;0;0;0.44;0.8;0.19;0.91;0.31;0.4;133215
0;0;0;0;0;1;0;0.44;0.8;0.09;0.91;0.5;0.4;135402
0;1;0;0;0;1;0;0.32;0.8;0.09;0.74;0.44;0.4;145866
0;1;0;0;0;1;0;0.5;0.8;0.3;0.66;0.56;0.4;119080
0;0;0;0;0;1;0;0.5;0.8;0.19;0.74;0.38;0.6;129771
0;0;0;0;0;1;0;0.5;0.8;0.19;0.8;0.5;0.4;131538
0;0;0;0;0;1;0;0.5;0.6;0.19;0.83;0.56;0.4;133160
0;0;0;0;0;0;0;0.5;0.6;0.19;0.74;0.56;0.6;129874
0;0;0;0;0;0;0;0.5;0.6;0.19;0.74;0.56;0.6;128339
0;0;0;0;0;0;0;0.5;0.6;0.19;0.8;0.63;0.6;126319
0;0;0;0;1;0;0;0.5;0.8;0.19;0.74;0.69;0.6;124067
0;0;0;0;0;1;0;0.5;0.8;0.19;0.69;0.88;0.6;103371
0;0;0;0;0;0;0;0.31;0.8;0.19;0.66;0.56;0.6;138305
0;1;0;0;0;0;0;0;0.8;0.19;0.43;0.63;0.6;160147
0;1;0;0;0;0;0;0.5;0.6;0.19;0.37;0.69;0.4;106531
0;0;0;0;0;0;0;0.5;0.8;0.09;0.34;0.5;0.4;114576
0;0;0;0;0;0;0;0.5;0.8;0.39;0.31;0.63;0.6;89621
0;0;0;0;0;0;0;0.5;0.8;0.39;0.26;0.56;0.6;79152
0;0;0;0;0;0;0;0.5;0.8;0.39;0.26;0.69;0.6;86417
0;0;0;0;0;0;0;0.5;0.8;0.39;0.2;0.81;0.8;67051
0;0;0;0;1;0;0;0.5;0.8;0.39;0.29;0.69;0.8;69647
0;1;0;0;0;0;0;0.5;0.8;0.39;0.2;0.63;0.6;93383
0;0;0;0;0;0;0;0.32;0.6;0.09;0.17;0.31;0.6;122260
0;1;0;0;0;0;0;0.5;0.8;0.09;0.17;0.56;0.4;105500
0;0;0;0;0;0;0;0.5;0.8;0.09;0.17;0.31;0.6;98548
0;0;0;0;0;0;0;0.5;0.6;0.09;0.2;0.25;0.6;96285
0;0;0;0;0;0;0;0.5;0.6;0.09;0.2;0.31;0.6;100083
0;1;0;0;0;0;0;0.5;0.6;0.09;0.17;0.31;0.4;75725
0;0;0;0;0;0;0;0.5;0.6;0.09;0.2;0.06;0.4;106103
0;0;0;0;0;0;0;0.5;1;0.09;0.14;0.25;0.4;120596
0;0;0;1;0;0;0;0.5;0.6;0.09;0.11;0.31;0.6;105413
0;1;0;0;0;0;0;0.56;0.4;0.09;0.06;0.5;0.2;82862
0;0;0;0;0;0;0;0.5;0.4;0.09;0;0.38;0.2;87971
1;1;0;0;0;0;0;0.56;0.4;0;0;0.75;0;74651
0;0;0;0;0;0;0;0.56;0.4;0;0.06;0.69;0.2;70678
0;0;0;0;0;1;0;0.56;0.4;0;0.06;0.56;0.4;70166
0;1;0;0;0;1;0;0.56;1;0;0.06;0.13;0.4;89365
0;0;0;0;0;1;0;0.56;0.8;0;0.09;0.25;0.4;84844
0;0;0;0;0;1;0;0.37;0.4;0;0.03;0.5;0.2;110225
0;1;0;0;0;0;0;0.56;0.8;0.09;0.03;0.56;0;50183
0;0;0;0;0;0;0;0.56;0.8;0.09;0.03;0.5;0;80530
1;0;0;0;0;0;0;0.56;0.8;0;0.03;0.5;0;38102
0;0;0;0;0;0;0;0.56;0.8;0;0.03;0.31;0;49428
1;0;0;0;0;0;0;0.56;0.8;0;0.03;0.25;0.2;50182
0;0;0;0;0;0;0;0.5;1;0.17;0.81;0.25;0;114258
0;0;0;0;0;0;0;0.5;1;0.08;0.81;0.2;0.2;118700
0;1;0;0;0;0;0;0.5;1;0;0.81;0.15;0.2;118274
0;1;0;0;0;0;0;0.71;1;0.08;0.81;0.35;0;103099
0;0;0;0;0;1;0;0.71;1;0.17;0.84;0.4;0;103099
0;0;0;0;0;1;0;0.71;1;0.17;0.75;0.4;0;100336
0;0;0;0;0;1;0;0.71;1;0.34;0.81;0.5;0;102178
0;0;0;0;0;1;0;0.71;1;0.34;0.91;0.5;0;108684
0;0;0;0;1;1;0;0.71;1;0.34;0.88;0.6;0;105119
0;0;0;0;0;1;0;0.71;1;0.34;0.84;0.65;0.2;106218
0;0;0;0;0;1;0;0.71;1;0.34;0.75;0.6;0.6;104510
0;0;0;0;0;1;0;0.71;1;0.34;0.69;0.6;0.6;117477
0;0;0;0;0;1;0;0.71;1;0.34;0.75;0.65;0.4;119587
0;0;0;0;0;1;0;0;1;0.44;0.5;0.5;0.8;155015
0;1;0;0;0;1;0;0.69;1;0.44;0.53;0.5;0.6;112893
0;0;0;0;0;1;0;0.69;0.67;0.44;0.53;0.55;0.6;115834
0;1;0;0;0;1;0;0.71;0.67;0.17;0.5;0.6;0.4;114156
0;0;0;0;0;0;0;0.71;1;0.17;0.53;0.6;0.4;110263
0;0;0;0;0;0;0;0.71;0.33;0.17;0.53;0.6;0.4;110857
0;0;0;0;0;1;0;0.71;0.33;0.17;0.63;0.45;0.2;106728
0;0;0;0;0;0;0;0;0.33;0.08;0.47;0.3;0.4;155360
0;1;0;0;0;0;0;0.71;0.33;0.6;0.34;0.4;0.2;101060
0;0;0;0;0;0;0;0.71;0.33;0.17;0.41;0.4;0;96811
0;0;0;0;1;0;0;0.71;0.67;0.17;0.38;0.45;0;102039
0;0;0;0;0;0;0;0.71;0.67;0.25;0.38;0.5;0.2;105065
0;0;0;1;0;0;0;0.03;0.33;0.17;0.28;0.45;0.2;156588
0;1;0;1;0;0;0;0.71;0.67;0.92;0.25;0.5;0.6;97732
0;1;0;1;0;0;0;0.93;0.67;1;0.19;0.95;0.6;44437
0;0;1;1;0;0;0;0.71;0;1;0.16;0.95;0.6;55778
0;0;0;0;0;0;0;0.71;0;0.25;0.22;0.75;0.2;81771
