0.5;0.5;0.5;0.5;0.5;0.5;0;0;20.5
1;1;1;0;0.25;1;0;0;24.25
1;0;1;0.33;0.17;1;0;0;25.53
0.67;0.57;1;0.33;0.13;0.5;0;0;27.78
0.67;0.86;0;0.67;0;0;0;0;52.9
0.67;0.57;0;1;0;0;0;0;34.49
0.67;0.89;0;0.67;0;0;0;0;35.03
0.33;0.82;0.24;0.67;0;0;0;0;18.45
0.33;1;0.48;0.67;1;0;0;0;17.56
0.67;0.83;0.48;1;1;0;0;0;20.6
0.33;0.42;0.24;0.67;1;0;0;0;33.6
0.33;0.33;0.24;0.33;1;0;0;0;35.52
0.67;0.42;0.24;0.67;1;0;0;0;20.83
0.33;0.17;0;0.33;1;0;0;0;34.77
0.67;0.06;1;0.67;1;0;0;0;7.31
0.67;0;1;0.67;1;0;0;0;18.82
0.5;0;0.81;1;0.5;0;0;0;41.53
0.5;0;1;0.75;1;0;0;0;17.7
0.25;0;1;0.5;1;0;0;0;32.42
0.5;0;0.81;0.5;0.5;0;0;0;55.94
0.5;0;1;0.25;1;0;0;0;16.4
0.5;0.03;0.62;0.25;1;0;0;0;18.37
0.75;0.09;0.81;0.75;1;0;0;0;32.29
0.75;0.06;0.81;0.25;0.5;0;0;0;31.63
0.25;0;0.84;0.25;0.5;0;0;0;8.53
0;0;0.68;0.25;1;0.01;0;0;28.83
0.25;0.03;0.68;0.25;1;0.01;0;0;13.52
0.25;0.03;0.68;0.25;0;0;0;0;32.38
0.25;0.03;0.68;0;0;0;0;0;9.44
0.25;0;0.32;0;0;0;0;0;9.2
0.25;0.05;0.32;0;0;0;0;0;9.11
0.5;0.03;0.86;0.25;0;0.01;0;0;4
0.5;0.08;0.86;0.5;0;0.01;0;0;4.59
0.25;0.11;0.86;0.25;0;0.01;0;0;6.03
0;0.05;0.86;0.5;0;0.01;0;0;4.72
0.25;0.08;1;0.75;0;0.01;0;0;3.9
0.25;0.08;0.69;0.5;0;0.01;0;0;3.4
0;0.08;0.4;0.25;0;0.01;0;0;2.5
0.25;0.14;0.4;0.5;0;0.01;0;0;4.75
0;0.08;0.27;0.25;0.4;0.01;0;0;6.99
0;0.08;0.71;0.25;0.8;0.01;0;0;8.6
0.25;0.05;0.84;0.5;0.4;0.01;0;0;8.74
0.25;0.05;0.84;0.5;0.4;0.01;0;0;8.65
0;0.08;0.71;0.5;0.6;0.01;0;0;4.88
0;0.11;0.27;0.5;0.4;0.01;0;0;5.35
0;0.14;0.27;0.5;0.2;0.01;0;0;5.35
0;0.11;0.27;0.25;0.2;0.01;0;0;4.79
0;0.08;0.4;0.25;0.6;0.01;0;0;8.54
0;0.05;0.4;0.25;0.2;0.01;0;0;2.74
0.5;0.05;0.69;0.5;0.17;0.01;0;0;5.39
0.5;0.08;1;0.75;0.5;0.01;0;0;24.89
0.5;0.11;1;0.5;0;0.01;0;0;5.48
0.5;0.08;0.69;1;0.17;0.01;0;0;6.63
0.5;0.08;0.69;0.5;0.5;0.01;0;0;5.48
0.5;0.05;0.56;1;0.5;0.01;0;0;6.63
0;0.11;0.25;1;0.67;0.01;0;0;10.96
0;0.11;0.37;0.75;0.33;0.01;0;0;7.22
0;0.14;0.37;0.75;0.83;0.01;0;0;5.97
0;0.14;0.37;1;0.33;0.01;0;0;3.02
0;0.16;0.37;1;0.5;0.01;0;0;4.71
0.5;0.14;0.64;0.75;0.5;0.01;0;0;5.84
0.25;0.08;0.37;0.5;0.67;0.01;0;0;22.04
0;0.03;0.37;0.25;0.67;0.06;0;0;24.87
0.25;0;0.64;0;0.83;0.03;0;0;29.84
0;0;0.37;0;0.67;0.06;0;0;9.22
0;0;0.37;0;0.67;0.06;0;0;9.22
0.5;0.5;0.5;0.5;0.5;0.5;0;0;20.5
1;1;1;0;0.25;1;0;0;24.25
1;0;1;0.33;0.17;1;0;0;25.53
0.67;0.57;1;0.33;0.13;0.5;0;0;27.78
0.67;0.86;1;0.33;0.1;0.5;0;0;20.95
0.67;0.71;1;0.67;0.08;0.5;0;0;20.54
0.67;1;1;0.33;1;0;0;0;12.06
0.67;1;1;0.33;1;0;0;0;19.85
0.67;0.57;1;0.67;1;0;0;0;20.11
0.33;0.71;1;0.33;1;0;0;0;28.05
0.33;0.71;1;0.33;1;0.5;0;0;28.47
0.33;0.71;1;0.33;1;0.5;0;0;28.05
0.67;1;1;0.33;1;0.5;0;0;29.98
1;0.71;1;0.33;1;0.5;0;0;15.24
0.67;0.71;1;0.33;1;0.5;0;0;19.85
0.67;0.57;1;1;1;0.5;0;0;25.69
0.33;0.29;1;0.33;1;0;0;0;36.84
1;0;1;0.67;1;0;0;0;20.63
0.67;0;0.31;0.33;1;0;0;0;34.25
0.33;0;0.31;0.33;1;0;0;0;17.14
1;0.15;0;0.67;1;0;0;0;21.82
0.67;0;0;0.67;0;0;0;0;39.03
0.75;0;0;1;0;0.12;0;0;12.61
0.25;0.06;0;1;0;0;0;0;32.75
0.25;0.06;0;0.5;1;0;0;0;14.61
0.25;0.06;0;0.5;0;0;0;0;14.75
0.25;0.12;0;0.75;1;0;0;0;15.43
0.5;0.06;0;0.5;1;0;0;0;16.86
0.5;0.06;0.1;0;1;0;0;0;15.36
0.5;0.24;0;0.25;1;0;0;0;15.86
0.5;0.06;0;0.75;0;0;0;0;6
0.5;0.11;0.12;0.75;1;0;0;0;16.68
0.75;0.33;0.12;0.5;1;0;0;0;17.43
0.75;0.17;0.12;0.25;1;0;0;0;17.91
0.75;0;0;0.25;1;0;0;0;6.76
0.75;0;0;0.75;1;0;0;0;9.68
0.5;0;0;0.5;1;0;0;0;18.58
0.5;0;0;0.5;1;0;0;0;7.58
0.5;0.21;0.24;0.25;1;0;0;0;5.13
0.5;0;0;0.25;1;0;0;0;25.29
0.5;0;0;0.25;1;0;0;0;8.47
0.5;0.5;0.5;0.5;0.5;0.5;0;0;20.5
1;1;1;0;0.25;1;0;0;24.25
1;0.2;1;0.5;0;1;0;0;21
1;0.6;1;1;0;1;0;0;28.2
1;0.2;1;0.67;0;1;0;0;27.54
1;0.8;1;0.67;0;1;0;0;28.74
0.67;0.83;1;0.67;0;1;0;0;27.03
0.67;0.83;0;1;0;1;0;0;37.7
0.75;0.83;0;1;0;0;0;0;43.75
0.5;0.83;0.5;0.75;0;0;0;0;9
0.25;0.17;0.5;1;0;0;0;0;6.76
0.4;0.5;0.5;1;0;0;0;0;18.81
0.2;0;0.5;1;0;0;0;0;17.89
0.2;0;0.5;1;0;0;0;0;19.09
0.2;0.27;0.5;0.8;0;0;0;0;17.85
0.2;0.36;0.5;0.8;0;0;0;0;18.42
0.2;0.18;0.5;0.6;0;0;0;0;7.02
0.33;0.27;0.5;1;0;0;0;0;8.46
0.57;0.18;0.5;1;0;0;0;0;10.41
0.43;0;0.5;0.86;0;0;0;0;24.83
0.43;0.2;0.5;0.71;0;0;0;0;7.53
0.43;0.27;0.5;0.86;0;0;0;0;7.23
0.43;0.33;0.5;0.86;0;0;0;0;7.44
0.57;0.27;0.5;0.86;0;0;0;0;8.21
0.43;0.24;0.5;0.71;0;0;0;0;23.93
0.43;0.29;0.5;0.57;0;0;0;0;38.68
0.43;0.17;0.5;0.43;0;0.01;0;0;17.37
0.43;0.22;0;0.57;0;0.01;0;0;17.65
0.29;0.35;0;0.43;0;0.01;0;0;16.66
0.29;0.3;0;0.43;0;0.01;0;0;16.66
0.14;0.35;0;0.43;1;0.01;0;0;16
0;0.26;0;0.57;0;0;0;0;34.9
0.29;0.04;0;0.43;0;0;0;0;38.72
0;0;0;0;1;0;0;0;32.3
0;0;0;0.14;1;0;0;0;15.97
0.43;0.04;0.5;0.14;1;0;0;0;19.1
0.43;0.04;0.5;0.29;1;0;0;0;19.19
0.43;0.07;0.5;0.14;1;0;0;0;18.89
0.57;0.11;0;0.43;1;0;0;0;23.16
0.14;0;0;0.29;1;0;0;0;15.54
0.5;0.5;0.5;0.5;0.5;0.5;0;0;20.5
1;1;1;0;0.25;1;0;0;24.25
1;1;1;1;0.17;1;0;0;31.87
0.5;1;1;1;0.13;1;0;0;18.43
0.67;0;1;1;0;0;0;0;55.18
0.67;0;1;0.33;1;0.04;0;0;22.01
1;0;1;0.5;1;0.04;0;0;25.26
0.5;0;1;0.25;1;0;0;0;32.24
0.25;0;1;0.25;0;0;0;0;13.25
0.75;0;1;0.5;0;0;0;0;22.64
0.5;0.19;1;0.5;0;0;0;0;21.82
0.5;0.19;1;0.75;0;0;0;0;21.75
0.25;0.25;1;0.5;1;0;0;0;19.14
0.5;0.19;1;0.75;1;0;0;0;21.39
0.5;0.44;1;0.75;1;0;0;0;21.39
0.5;0.38;1;0.75;1;0;0;0;5.93
0.75;0.13;1;1;1;0;0;0;26.33
0.5;0;1;0.75;1;0;0;0;22.78
