0.5;0.5;0.5;0.5;0.5;0.5;0;0;20.5
1;1;1;0;0.25;1;0;0;24.25
1;0;1;0.33;0.17;1;0;0;25.53
0.67;0.57;1;0.33;0.13;0.5;0;0;27.78
0.67;0.86;1;0.33;0.1;0.5;0;0;20.95
0.67;0.71;1;0.33;0.08;0.5;0;0;20.31
0.67;0.86;1;0.67;0.07;0.5;0;0;12.67
0.67;0.71;1;0.67;0.06;0.5;0;0;13.82
0.67;0.29;1;0.33;0.06;0.5;0;0;13.38
1;0.29;1;0.33;0.05;0.5;0;0;16
1;0.43;1;0.67;0.05;0.5;0;0;16.26
1;0;1;0.67;0;0;0;0;49.67
0.67;0;1;0.33;1;0;0;0;16.35
0.67;0;1;0.33;1;0;0;0;16.89
0.67;0;1;1;1;0;0;0;17.96
0.67;0.18;1;1;1;0;0;0;6.96
1;0;0.91;1;1;0;0;0;31.24
0.67;0;0.91;1;1;0;0;0;28.24
0.33;0;0.91;1;1;0;0;0;6.74
0.75;0;0.91;1;1;0;0;0;11.98
0.5;0.12;0.91;0.75;1;0;0;0;26.55
0.4;0.04;0.91;1;1;0;0;0;29.47
0.2;0.14;0.91;0.4;1;0;0;0;4.45
0.4;0;0.91;0.4;1;0;0;0;5.85
0.5;0;0.5;0.5;0.5;0;0;0;28.5
0.25;0.4;0.25;0.25;0.25;1;0;0;21.65
1;0;0.17;0.5;0.17;1;0;0;26.72
0.5;0.5;0;0;0.13;1;0;0;24.43
0.5;0.83;1;0;0.1;0.5;0;0;25.6
0.5;0.5;1;0.5;0.08;0.5;0;0;25.87
1;0.67;1;0.5;0.07;0.5;0;0;22.76
1;0.38;1;1;0.06;0;0;0;16.16
1;0.63;1;1;0.06;0.5;0;0;16.16
1;0.5;1;0.67;0.05;0.5;0;0;15.78
1;1;1;0.5;0.05;0.5;0;0;20.05
1;0.75;1;0.25;0.04;0.5;0;0;20.19
0.75;0.33;1;0.75;0.04;0;0;0;42.19
0.5;0;1;0;0.04;0;0;0;9.46
0.5;0;0;0.25;0.03;0;0;0;30.4
1;0.23;1;0.25;0.03;0;0;0;8.91
0.5;0;0.31;0.25;0.03;0;0;0;22.52
0.5;0;0.31;0.25;0.03;0;0;0;4.98
0.5;0;0.31;0.5;0.03;0;0;0;6.08
0.5;0.11;0.31;0.25;0.03;0;0;0;5.25
0.25;0;0.31;0.5;0.02;0;0;0;3.23
0.25;0.05;0.31;0.5;0.02;0;0;0;3.23
0.25;0.05;0.31;0.5;0.02;0;0;0;3.23
0.25;0.19;0.31;0.5;0.02;0;0;0;3.23
0.5;0.29;0.63;0.25;1;0;0;0;4.83
0.5;0.24;0.63;0.25;1;0;0;0;4.83
0.75;0.19;0.31;0.25;1;0;0;0;8.28
0.75;0.24;0.31;0.25;1;0;0;0;19.7
0.75;0.14;0.31;0.25;1;0;0;0;19.7
0.75;0.24;0.31;0.25;1;0;0;0;19.7
0.75;0.14;0.31;0.25;1;0;0;0;19.7
0.5;0.24;0.31;0.25;1;0;0;0;17.95
0.5;0.19;0.31;0.25;1;0;0;0;16.55
0.5;0.24;0.31;0;1;0;0;0;15.63
0.75;0.24;0.31;0.5;1;0;0;0;19.78
1;0.14;0.31;0.5;1;0;0;0;21.23
0.75;0.27;0.31;0.5;1;0.13;0;0;35.8
1;0.23;0.31;0.5;1;0.13;0;0;21
0.75;0.27;0.31;0;0;0.13;0;0;16.7
0.25;0.15;0.31;0.25;0;0.13;0;0;15.49
0.5;0.19;0.31;0.25;1;0.13;0;0;17.12
0.25;0.12;0.31;0.5;1;0.13;0;0;15.75
0.25;0.12;0.31;0.75;1;0.13;0;0;16.61
0.25;0.08;0.31;1;1;0.13;0;0;16.87
0.25;0.15;0.31;0.75;1;0.13;0;0;16.37
0.5;0.35;0.31;0.75;1;0.13;0;0;18.12
0.5;0.15;0.31;0.75;1;0.13;0;0;17.91
0.25;0.19;0.31;0.75;1;0.13;0;0;16.25
0.25;0.23;0.31;1;1;0.13;0;0;16.66
0.5;0.42;0.31;1;1;0.13;0;0;18.41
0.5;0.31;0.31;0.75;0;0.13;0;0;18.12
0.75;0.23;0.31;1;0;0.05;0;0;37.25
0.5;0.27;0.31;0.75;0;0.12;0;0;17.55
0.5;0.31;0.31;0.5;0;0.12;0;0;17.05
0.75;0.24;0.31;0.5;0;0.12;0;0;18.89
0.75;0.34;0.31;1;0;0.12;0;0;19.89
0.5;0.24;0.31;0.75;0;0;0;0;36.06
0.5;0.1;0.31;0.75;0;0;0;0;18.49
0.5;0;1;0.5;0.5;0.5;0;0;19.5
1;0;1;1;0.25;0.25;0;0;17.01
1;0.11;0.5;1;0.17;0;0;0;44.69
0;0;1;1;0.13;0;0;0;4.24
0;0.27;0.48;1;0.1;0;0;0;6.22
0.5;0.18;0.48;1;0.08;0;0;0;9.77
0.5;0.36;0.48;0.5;0.07;0;0;0;9.59
0.5;0.45;0.48;0.5;0.06;0;0;0;9.21
1;0;0.48;0.5;0;0;0;0;49.91
0.5;0;0.48;0;1;0;0;0;17.02
0.33;0;0.48;1;0.5;0;0;0;36.11
0.33;0.15;0.48;0.33;1;0;0;0;16.22
0.33;0.35;0.48;0.67;1;0;0;0;18.25
1;0.3;1;0.67;1;0;0;0;21.14
0.67;0.1;0.24;0.67;1;0;0;0;44.64
1;0;1;0;1;0;0;0;19.2
1;0;1;0.67;1;0;0;0;20.36
1;0.14;0.28;0.67;1;0;0;0;20.86
0.67;0.14;0.28;0.67;1;0;0;0;18.7
0.5;0.05;0.39;1;1;0;0;0;31.08
0.5;0.1;0.7;0.75;1;0;0;0;11.37
0.5;0.19;0.7;1;1;0;0;0;11.45
0.5;0.24;0.7;1;1;0;0;0;11.75
0.5;0.24;0.48;0.5;1;0;0;0;11.17
0.5;0;0.19;0.75;1;0;0;0;28.74
0.25;0;0.19;0.5;1;0;0;0;36.45
0.25;0.04;0.49;0.5;1;0.01;0;0;9.15
0.25;0;0.19;0.25;1;0.01;0;0;15.22
0.25;0.07;0.19;0.5;1;0.01;0;0;15.36
0.5;0.07;0.09;0.5;1;0.01;0;0;17.23
0.5;0;0.19;0.5;1;0.01;0;0;17.11
0.5;0;0.19;0.75;1;0;0;0;34.52
0.5;0.1;0.09;0.5;0;0;0;0;36.5
0;0.1;0.19;0.5;1;0;0;0;6.8
0;0.06;0.19;0.5;0.6;0;0;0;4.78
0;0.1;0.19;0.5;0.4;0;0;0;4.78
0;0.1;0.19;0.5;0.4;0;0;0;4.33
0.25;0;0.19;0.75;0.4;0;0;0;43.01
0;0;0.19;0.5;0.6;0;0;0;4.69
0;0;0.19;0.5;0.6;0;0;0;6.8
0.25;0.06;0.91;0.25;0.8;0;0;0;14.2
0.25;0.06;0.91;0;0.8;0;0;0;13.2
0.25;0;0.91;0.25;1;0;0;0;14.2
0.75;0;0.19;0;1;0;0;0;17.62
0.75;0;0.19;0.25;0.4;0;0;0;18.27
0.75;0.06;0.09;0.25;1;0;0;0;15.42
0.5;0.14;0.09;0.25;1;0;0;0;13.67
0.25;0.08;0.19;0.25;1;0;0;0;5.82
0.25;0;0;0.25;0.4;0;0;0;10.22
0.25;0.08;0;0.25;0.4;0.04;0;0;7.93
0;0.03;0.09;0.5;0.2;0.04;0;0;15.13
0.25;0.08;0;0.5;0.2;0.04;0;0;14.59
0;0.06;0;0.5;0.2;0.04;0;0;10.64
0.5;0.11;0;0.5;0.2;0.04;0;0;18.48
0;0.06;0;0.5;0.2;0.04;0;0;10.64
0.5;0.11;0;0.5;0.2;0.04;0;0;18.48
0.25;0.14;0.91;0.25;0.4;0.04;0;0;31.09
0.25;0.14;0.91;0.5;0.2;0.04;0;0;31.09
0.25;0.17;0.91;0.5;0.6;0.04;0;0;31.24
0.25;0.14;0.91;0.5;0.8;0.04;0;0;12.24
0;0.14;0.19;0.25;1;0.04;0;0;9.99
0.25;0.11;0.19;0.25;1;0.04;0;0;13.94
0.5;0;1;0.5;0.5;0.5;0;0;19.5
1;0;1;1;0.25;0.25;0;0;16.5
1;0.33;1;1;0.17;1;0;0;26.36
0;0.33;1;1;0.13;1;0;0;21.93
0.5;0.43;1;1;0.1;1;0;0;25.1
1;0;1;1;0.08;0.5;0;0;27.72
1;0;0.5;1;0.07;0;0;0;47.17
1;0.1;1;1;0.06;0;0;0;14.26
0.5;0;1;0.5;0.06;0;0;0;26.16
0.5;0.2;1;1;0.05;0;0;0;11.35
0.5;0.6;1;1;0;0;0;0;11.7
1;0.1;1;1;0;0;0;0;39.96
1;0.23;0.24;1;0;0;0;0;25
1;0.15;0.48;0.6;1;0;0;0;11.05
0.8;0.16;0.48;0.6;0;0;0;0;26.2
0.4;0.16;0.48;0.4;0;0;0;0;6.48
0.2;0.21;0.48;0.4;0;0;0;0;4.75
