0;37;1;0;1;40.06;0;643.78
0;39;2;0;1;40.06;0;649.78
0;39;2;0;1;40.06;0;649.78
0;36;2;0;1;40.06;0;640.78
0;37;2;0;1;40.06;0;646.78
0;36;3;0;1;40.06;0;648.78
0;36;3;0;1;40.06;0;656.78
0;35;3;0;1;40.06;0;650.78
2;31;3;0;1;40.06;0;667.78
2;29;2;1;1;39.06;0;669.78
4;28;2;3;0;38.06;0;669.78
7;26;3;4;0;38.06;0;643.18
6;27;2;4;-2;38.06;0;623.18
7;24;1;4;-2;38.06;0;665.83
6;22;1;3;-1;37.06;0;636.89
7;16;1;2;-1;33.73;0;624.89
7;21;9.8;3;-1;33.73;0;605.89
7;19;9.8;6;0;33.73;0;622.89
3;11;1;0;1;24.93;0;425.49
2;8;1;1;1;19.83;0;395.49
1;8;1;1;1;19.83;0;339.2
2;9;0;1;1;19.83;0;359.2
3;5;0;1;1;18.83;0;358.2
2;3;1;0;1;18.83;0;333.2
3;4;1;0;1;18.83;0;343.2
3;4;1;2;1;18.83;0;330.2
1;4;1;1;1;15.63;0;269.6
1;3;1;1;0;15.63;0;260.6
1;4;1;0;0;15.63;0;255.6
1;4;1;0;0;15.63;0;258.6
2;4;1;1;0;15.63;0;267.6
1;4;1;0;0;14.63;0;239.6
2;4;1;0;0;14.63;0;278.1
2;2;1;0;0;14.63;0;261.6
1;2;2;0;0;14.63;0;245.6
2;2;2;0;0;14.63;0;261.6
2;3;2;0;0;14.63;0;231.6
2;2;2;0;0;14.63;0;220.6
2;2;2;0;0;14.63;0;214.6
2;4;2;0;0;14.63;0;222.6
3;2;2;0;0;14.63;0;199.6
3;1;2;0;1;14.63;0;202.6
4;2;2;0;1;14.63;0;209.6
3;3;2;0;1;14.63;0;232.6
3;3;2;1;1;14.63;0;267.6
2;4;2;1;1;13.63;0;213.6
1;4;2;1;1;13.63;0;215.6
1;2;2;2;1;13.63;0;165.6
1;2;2;2;1;13.63;0;187.6
1;3;4.2;2;1;13.63;0;141.6
2;4;4.2;2;1;13.63;0;181.6
2;6;4.2;2;-2;13.63;0;181.6
2;4;2;1;-2;13.63;0;192.6
2;5;2;2;-2;13.63;0;170.6
1;4;2;2;-2;13.63;0;152.6
3;2;4.33;0;-2;10.43;0;217.6
2;1;2;1;-2;10.43;0;110.3
1;1;1;0;-2;10.43;0;112.3
0;33;2;0;1;40.06;0;640.78
1;35;3;0;1;40.06;0;650.78
2;30;3;1;1;40.06;0;670.78
2;33;1;2;0;39.06;0;668.78
2;30;2;1;1;39.06;0;676.78
3;25;4.2;2;1;39.06;0;639.78
1;29;1;0;1;35.86;0;640.78
1;21;7.1;0;1;35.86;0;577.18
0;20;8.1;1;1;35.86;0;575.18
0;27;3;1;1;35.86;0;574.18
0;29;3;1;1;35.86;0;581.18
0;26;3;1;1;35.86;0;584.18
0;25;3;2;0;35.86;0;583.18
1;20;3;3;0;35.86;0;589.18
0;19;3;1;1;32.53;0;525.89
0;23;3;1;1;32.53;0;525.89
1;17;2;2;1;29.33;0;540.54
2;14;7.1;2;1;29.33;0;481.6
1;17;3;2;1;29.33;0;473.6
2;10;3;3;0;24.23;0;487.6
2;9;3;2;1;24.23;0;402.3
2;8;3;3;0;19.13;0;398.3
0;11;3;1;1;19.13;0;284
2;7;2;1;1;19.13;0;306
0;11;3;1;1;19.13;0;284
2;7;2;1;1;19.13;0;306
0;11;3;1;1;19.13;0;314
0;37;1;0;1;40.06;0;658.78
0;38;2;0;1;40.06;0;656.78
1;40;3;0;1;40.06;0;666.78
