0;33;2;0;1;40.06;0;640.78
1;35;3;0;1;40.06;0;650.78
2;30;3;0;1;40.06;0;671.78
3;32;2;1;1;40.06;0;674.78
2;27;4.2;2;0;39.06;0;625.78
3;22;4.2;1;0;38.06;0;628.78
3;20;6.2;2;0;38.06;0;621.78
3;19;3;1;0;34.86;0;579.18
4;24;2;3;1;34.86;0;625.18
2;18;1;2;0;26.06;0;463.43
3;15;3;1;1;26.06;0;445.78
2;16;3;2;1;26.06;0;433.78
2;16;3;2;0;26.06;0;427.78
3;14;3;2;0;26.06;0;426.78
3;11;3;3;0;26.06;0;428.78
3;9;3;2;1;26.06;0;435.78
3;12;3;1;1;26.06;0;433.78
3;13;3;2;1;26.06;0;452.43
2;9;3;1;1;20.96;0;356.13
2;9;4;0;1;20.96;0;318.48
2;8;4;1;0;20.96;0;311.48
2;12;4;1;-2;20.96;0;312.48
2;12;5.2;2;-1;20.96;0;328.48
2;12;5.2;2;-1;20.96;0;325.48
3;12;4;2;-2;20.96;0;334.48
2;10;4;1;-2;20.96;0;320.48
2;10;3;4;-3;20.96;0;350.48
3;10;3;6;-1;20.96;0;355.48
3;10;3;5;-3;20.96;0;347.48
2;8;3;5;-3;20.96;0;330.48
1;10;3;5;-1;20.96;0;293.48
2;8;1;4;-1;17.63;0;310.48
1;4;1;2;-1;16.63;0;287.19
1;3;2;3;-1;16.63;0;272.19
0;3;3;3;-1;16.63;0;232.19
1;6;2;3;-3;16.63;0;255.19
1;5;2;3;-3;15.63;0;255.19
0;4;2;2;-3;14.63;0;224.19
1;4;2;2;-3;14.63;0;226.19
2;5;4.2;2;-3;14.63;0;235.19
2;6;10.3;0;-1;11.3;0;173.59
1;6;5.2;0;-1;11.3;0;142.59
0;34;2;0;1;40.06;0;658.78
0;34;3;0;1;40.06;0;655.78
0;36;3;0;1;40.06;0;661.78
0;36;3;1;1;40.06;0;654.78
1;32;4;2;0;40.06;0;665.78
1;33;4;1;1;40.06;0;658.78
1;30;3;2;1;40.06;0;649.78
3;26;4;2;-1;36.73;0;630.78
2;22;3;1;1;35.73;0;586.49
2;23;2;3;0;35.73;0;591.49
3;20;3;2;1;32.4;0;602.49
2;19;3;0;1;32.4;0;524.89
3;18;3;2;1;32.4;0;535.89
3;19;3;3;1;32.4;0;537.89
3;18;2;3;1;31.4;0;542.89
2;18;4.2;1;1;30.4;0;517.89
2;19;2;2;1;30.4;0;525.89
2;16;7.1;3;1;30.4;0;495.89
1;17;8.1;3;1;30.4;0;482.89
2;15;8.1;3;1;30.4;0;467.89
3;16;8.1;3;1;30.4;0;463.89
3;16;7.1;3;1;30.4;0;472.89
4;14;7.1;7;0;30.4;0;488.89
2;9;8.1;3;1;21.6;0;313.49
2;9;8.1;3;1;21.6;0;326.49
2;8;7.1;1;1;18.4;0;358.49
3;7;7.1;2;1;18.4;0;306.89
4;6;2;2;-1;15.2;0;317.89
3;5;3;2;1;15.2;0;254.6
2;3;3;1;1;14.2;0;204.6
1;3;7.1;1;1;14.2;0;197.6
0;5;2;1;1;14.2;0;195.6
0;6;2;1;1;14.2;0;198.6
0;5;4;1;0;13.2;0;226.6
2;5;4;2;0;13.2;0;217.6
2;5;4;1;-1;12.2;0;215.6
1;7;2;1;-1;12.2;0;189.6
1;5;2;2;-1;12.2;0;136.6
0;7;2;1;-1;12.2;0;181.6
1;5;2;2;-1;12.2;0;136.6
0;7;2;1;-1;12.2;0;179.6
1;5;2;2;-1;12.2;0;154.6
2;7;2;2;-1;12.2;0;161.6
1;5;2;1;-2;12.2;0;152.6
1;3;2;0;-2;12.2;0;150.6
1;3;2;1;0;12.2;0;158.6
0;3;2;0;0;12.2;0;199.6
1;4;3;0;-2;12.2;0;184.6
3;4;3;2;-2;12.2;0;195.6
3;2;3;2;-3;12.2;0;203.6
3;4;3;2;-2;12.2;0;198.6
3;2;3;2;-3;12.2;0;203.6
3;4;3;2;-2;12.2;0;198.6
3;2;3;1;-4;12.2;0;189.6
0;34;2;0;1;40.06;0;643.78
0;33;2;1;1;39.06;0;637.78
0;35;2;1;1;39.06;0;645.78
1;34;2;1;1;39.06;0;652.78
1;30;3;1;1;39.06;0;619.78
1;34;3;1;1;39.06;0;625.78
2;34;4;1;1;39.06;0;629.78
2;30;3;3;1;38.06;0;644.78
1;30;4;2;1;38.06;0;619.78
2;27;4;2;1;38.06;0;626.78
1;28;4;3;1;38.06;0;619.78
1;32;4;3;1;38.06;0;616.78
3;29;6.2;3;1;38.06;0;622.78
5;28;5.2;3;1;38.06;0;627.78
3;27;5.2;4;1;38.06;0;612.78
4;30;5.2;4;1;38.06;0;622.78
3;27;3;4;1;34.86;0;583.18
2;21;3;3;1;31.53;0;511.58
2;23;4;4;0;31.53;0;510.58
3;22;3;4;1;31.53;0;544.08
2;17;3;4;0;26.43;0;455.93
2;21;3;4;0;26.43;0;455.93
2;19;3;4;0;26.43;0;446.93
3;20;3;4;0;26.43;0;456.93
3;17;3;4;1;26.43;0;434.93
2;15;4.2;3;1;26.43;0;431.93
2;15;3.2;4;0;26.43;0;453.93
2;21;4.2;3;1;26.43;0;423.28
3;18;3;3;1;26.43;0;414.28
2;21;4.2;3;1;26.43;0;431.28
3;20;5.2;3;1;26.43;0;430.28
2;16;2;2;-1;23.23;0;418.93
2;13;8.1;4;1;23.23;0;356.99
1;11;8.1;5;0;22.23;0;337.99
0;13;7.1;5;0;22.23;0;327.99
2;11;8.1;4;1;22.23;0;334.99
4;11;3;3;1;21.23;0;346.99
4;11;3;3;-1;21.23;0;336.99
3;9;3;3;-1;21.23;0;334.99
3;8;11.8;3;-1;21.23;0;329.99
4;8;4;3;-1;21.23;0;314.99
