0;0;0;0;0;0;0;0;0.86;0.13;1;1;69677
0;0;0;0;0;0;0;0.25;0.91;0.2;1;1;140980
0;0;0;0;0;1;0;0.5;0.77;0.2;1;1;157709
0;0;0;0;0;1;0;0.5;0.86;0.07;0.67;0.97;279575
0;0;0;0;0;1;0;0.5;0.77;0.13;1;0.97;160115
0;1;0;0;0;1;0;0.75;0.63;0.28;1;0.97;83595
0;0;0;0;0;1;0;0.25;0.74;0.07;1;0.85;182130
0;1;0;0;0;1;0;0.25;0.51;0.48;1;0.85;61765
0;0;0;0;0;1;0;0.25;0.54;0.48;1;0.85;130662
0;0;0;0;0;0;0;0.5;0.49;0.62;1;0.85;75543
0;0;0;0;0;1;0;0.25;0.71;0.35;0.67;0.85;168761
0;0;0;0;0;0;0;0;0.91;0.07;1;0.85;132811
0;0;0;0;0;0;0;0.5;0.69;0.2;1;0.85;75923
0;0;0;0;0;1;0;0.5;0.71;0.2;1;0.85;89444
1;0;0;0;0;1;0;0.75;0.77;0.13;1;0.85;88241
0;1;0;0;0;1;0;0.25;0.71;0.13;1;0.74;187407
0;0;0;0;0;1;0;0;0.69;0.13;1;0.74;75904
0;0;0;0;0;1;0;0.75;0.49;0.2;1;0.74;190582
0;0;0;0;0;1;0;0.5;0.54;0.2;1;0.74;70144
0;0;0;0;0;1;0;0.75;0.51;0.13;1;0.74;70144
0;1;0;0;0;1;0;0.5;0.51;0.2;1;0.74;63982
0;0;0;0;0;1;0;0.75;0.49;0.2;1;0.71;189006
0;0;0;0;0;1;0;0.75;0.49;0.13;1;0.71;71891
0;0;0;0;0;0;0;1;0.43;0.13;0.67;0.59;196965
0;1;0;0;0;0;0;1;0.23;0.48;0.67;0.59;72240
0;0;0;0;0;0;0;0.5;0.34;1;0.67;0.59;80404
0;0;0;0;0;0;0;0.5;0.31;1;0.67;0.59;80404
0;1;0;0;0;0;0;0.75;0.2;0.48;0.67;0.29;219785
0;1;0;0;0;0;0;0.25;0.2;0.48;0.67;0.29;66964
0;0;0;0;0;1;0;0.25;0.17;0.07;0.67;0.11;259380
0;1;0;0;0;1;0;0;0.17;0.07;0.67;0.11;68385
0;0;0;0;0;0;0;0;0.14;0.13;0.67;0.11;64087
0;0;0;0;0;1;0;0;0.11;0.48;0.67;0.11;153584
0;0;0;0;0;1;0;0.25;0.11;0.13;0.67;0.07;161812
0;1;0;0;0;1;0;0.25;0.14;0.07;0.67;0.07;54316
0;0;0;0;0;1;0;0;0.11;0.13;0.67;0.07;33855
0;0;0;0;0;1;0;0;0.09;0.13;0.67;0.07;36455
0;0;0;0;0;0;0;0;0.09;0;0.67;0.07;63167
1;0;0;0;0;0;0;0.25;0.09;0;0.67;0.07;49976
0;0;0;0;0;0;0;0.5;0.06;0;0.67;0.04;224623
0;1;0;0;0;0;0;0.25;0.06;0;0.67;0.04;30283
0;0;0;0;0;0;0;0.25;0.06;0;0.67;0.04;23320
0;0;0;0;0;0;0;0;0.88;0.38;1;1;78154
0;0;0;0;0;0;0;0.25;0.88;0.38;1;1;93135
0;0;0;0;0;0;0;0.25;0.94;0.38;1;1;165641
0;0;0;0;0;1;0;0.25;0.91;0.38;1;1;174607
0;0;0;0;0;1;0;0.25;0.91;0.58;1;1;242932
0;0;0;0;0;1;0;0.5;0.82;0.58;1;1;164438
0;0;0;0;0;1;0;0.5;0.82;0.58;1;1;171781
0;1;0;0;0;1;0;0.25;0.76;0.38;1;0.84;285721
0;0;0;0;0;1;0;0.5;0.76;0.19;1;0.84;186793
0;0;0;0;0;1;0;0.5;0.79;0.19;1;0.84;114688
0;0;0;0;0;1;0;0.75;0.79;0.19;1;0.84;117896
0;0;0;0;0;1;0;1;0.68;0.19;1;0.84;115490
0;1;0;0;1;1;0;1;0.59;0.19;1;0.79;211908
0;0;0;0;0;1;0;1;0.44;0;1;0.74;310013
0;1;0;0;0;1;0;1;0.41;0.38;1;0.69;257976
0;1;0;0;0;1;0;0.75;0.38;0;1;0.69;165826
0;0;0;0;0;1;0;0.75;0.29;0.38;1;0.53;274923
0;1;0;0;0;1;0;0.75;0.32;0.58;0.67;0.48;201882
0;0;0;0;0;1;0;0.75;0.38;0.77;0.67;0.48;150310
0;1;0;0;0;1;0;0.5;0.38;0.77;0.67;0.48;96835
0;0;0;0;0;1;0;0.75;0.32;0.77;0;0.43;281045
0;1;0;0;0;1;0;0.75;0.18;0.77;0.67;0.17;371859
0;1;0;0;0;1;0;0.25;0.12;0.58;0.33;0.01;229855
0;1;0;0;0;1;0;0.5;0.15;0.19;0;0.01;264190
0;0;0;0;0;0;0;0.75;0.18;0.19;0.67;0.01;152662
0;0;0;0;0;0;0;0;0.87;0.28;1;1;79896
0;0;0;0;0;1;0;0;0.87;0.42;1;1;79896
0;0;0;0;0;1;0;0;0.92;0.42;1;1;146788
0;0;0;0;0;1;0;0;0.9;0.42;1;1;147991
0;0;0;0;0;1;0;0;0.87;0.42;1;1;151086
0;0;0;0;0;1;0;0;0.9;0.56;1;1;164864
0;0;0;0;1;1;0;0;0.9;0.56;1;1;169131
0;0;0;0;1;1;0;0;0.92;0.56;1;1;160566
0;0;0;0;0;1;0;0;0.87;0.73;1;1;252838
0;1;0;0;0;1;0;0.25;0.79;0.73;1;0.97;257073
0;0;0;0;0;1;0;0;0.85;0.73;1;0.97;241451
0;0;0;0;0;1;0;0.25;0.85;0.42;1;0.97;149868
0;0;0;0;0;1;0;0.25;0.82;0.42;1;0.97;157343
0;0;0;0;0;0;0;0.5;0.82;0.42;1;0.97;171923
0;0;0;0;1;0;0;0.5;0.82;0.28;1;0.97;206590
0;0;0;0;0;1;0;1;0.56;0.42;1;0.87;426263
0;1;0;0;0;0;0;0.5;0.54;0.42;1;0.84;265430
