0.41;0.5;0.32;0.5;0.45;13.99
0.3;0.5;0.31;0.5;0.5;14.23
0.23;0.5;0.31;0.5;0.45;13.47
0.19;0.5;0.23;0.5;0.5;13.73
0.15;0.5;0.15;0.5;0.45;13.33
0.2;0.5;0.1;0.5;0.5;13.24
0.67;0.5;0.26;0.53;0.38;13.32
0.65;0.5;0.3;0.5;0.41;14.62
0.29;0.5;0.34;0.5;0.5;14.38
0.22;0.48;0.3;0.5;0.5;14.6
0.28;0.5;0.36;0.51;0.44;14.4
0.21;0.5;0.37;0.51;0.46;14.6
0.13;0.49;0.42;0.5;0.47;14.29
0.13;0.49;0.41;0.5;0.5;14.47
0.05;0.48;0.38;0.5;0.48;14.11
0.05;0.5;0.34;0.5;0.5;13.58
0.4;0.5;0.31;0.5;0.5;13.93
0.37;0.5;0.3;0.5;0.46;13.42
0.44;0.5;0.22;0.5;0.44;13.85
0.21;0.5;0.3;0.52;0.43;14.32
0.19;0.5;0.37;0.51;0.46;14.41
0.12;0.49;0.42;0.5;0.47;14.49
0.2;0.48;0.43;0.51;0.47;14.56
0.14;0.49;0.41;0.5;0.47;14.18
0.05;0.49;0.34;0.5;0.48;14.11
0.05;0.5;0.34;0.5;0.5;13.58
0.61;0.49;0.36;0.5;0.5;15.18
0.44;0.47;0.42;0.5;0.47;14.22
0.63;0.5;0.33;0.5;0.5;14.93
0.42;0.5;0.37;0.5;0.47;14.43
0.28;0.49;0.39;0.5;0.47;14.35
0.15;0.5;0.39;0.5;0.47;14.35
0.12;0.5;0.37;0.5;0.5;14.36
0.05;0.5;0.35;0.5;0.48;13.95
0.05;0.5;0.3;0.5;0.5;13.58
0.13;0.5;0.39;0.5;0.47;14.33
0.04;0.48;0.41;0.5;0.48;14.2
0.02;0.5;0.37;0.5;0.5;14.27
0.08;0.5;0.38;0.51;0.46;14.12
0.03;0.49;0.38;0.5;0.48;14.4
0.02;0.48;0.35;0.5;0.5;14.09
0.08;0.47;0.33;0.5;0.49;13.92
0.04;0.48;0.22;0.5;0.5;13.17
0.83;0.5;0.26;0.5;0.5;14.43
0.63;0.5;0.2;0.5;0.5;14.44
0.23;0.5;0.28;0.5;0.45;13.82
0.19;0.5;0.32;0.51;0.44;14.18
0.25;0.5;0.39;0.5;0.47;14.14
0.17;0.5;0.32;0.5;0.46;14.03
0.06;0.5;0.28;0.5;0.48;13.58
0.08;0.5;0.23;0.5;0.5;14.02
0.2;0.5;0.4;0.5;0.5;14.89
0.27;0.49;0.41;0.5;0.48;14.57
0.22;0.49;0.41;0.5;0.5;14.66
0.13;0.5;0.39;0.51;0.46;14.48
0.13;0.49;0.41;0.5;0.49;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.47
0.1;0.48;0.41;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.27;0.5;0.35;0.5;0.47;14.79
0.24;0.5;0.38;0.51;0.47;14.48
0.13;0.48;0.43;0.5;0.47;14.47
0.1;0.48;0.41;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.4;0.5;0.31;0.5;0.5;14.64
0.42;0.5;0.33;0.5;0.46;14.33
0.32;0.5;0.37;0.51;0.46;14.08
0.36;0.5;0.29;0.5;0.5;13.99
0.3;0.5;0.31;0.5;0.5;14.23
0.22;0.5;0.31;0.5;0.5;14.51
0.14;0.5;0.37;0.52;0.45;14.45
0.12;0.49;0.4;0.5;0.49;14.36
0.04;0.48;0.39;0.5;0.49;14.23
0.06;0.49;0.33;0.52;0.45;13.92
0.04;0.48;0.22;0.5;0.5;13.17
0.13;0.5;0.38;0.5;0.5;14.61
0.13;0.5;0.36;0.5;0.5;14.35
0.12;0.5;0.37;0.5;0.5;14.36
0.1;0.5;0.38;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.14
0.15;0.5;0.15;0.5;0.5;13.69
0.74;0.5;0.22;0.5;0.5;13.7
0.62;0.5;0.3;0.5;0.46;14.2
0.48;0.5;0.25;0.5;0.45;13.99
0.3;0.5;0.31;0.5;0.5;14.23
0.23;0.5;0.31;0.5;0.45;13.47
0.08;0.5;0.16;0.5;0.46;13.2
0.08;0.5;0.16;0.5;0.5;13.58
0.27;0.48;0.32;0.5;0.5;14.57
0.33;0.5;0.35;0.5;0.5;14.66
0.26;0.5;0.35;0.5;0.5;14.25
0.24;0.5;0.37;0.5;0.5;14.64
0.12;0.5;0.38;0.51;0.46;14.48
0.14;0.49;0.41;0.5;0.49;14.43
0.18;0.5;0.35;0.5;0.48;14.42
0.14;0.5;0.35;0.5;0.48;14.12
0.03;0.49;0.38;0.5;0.48;14.4
0.12;0.48;0.42;0.51;0.47;14.36
0.04;0.48;0.39;0.5;0.48;14.18
0.03;0.47;0.28;0.5;0.5;13.17
0.08;0.48;0.43;0.5;0.5;14.68
0.05;0.49;0.37;0.5;0.5;14.04
0.07;0.5;0.32;0.5;0.5;14.02
0.57;0.43;0.29;0.5;0.5;13.44
0.31;0.5;0.33;0.5;0.43;13.6
0.26;0.48;0.3;0.5;0.45;13.74
0.24;0.49;0.33;0.5;0.45;14.17
0.16;0.5;0.37;0.52;0.44;14.13
0.14;0.5;0.37;0.5;0.47;14.73
0.13;0.5;0.39;0.51;0.48;14.1
0.04;0.5;0.29;0.5;0.5;14.11
0.09;0.5;0.27;0.5;0.47;14.03
0.06;0.5;0.31;0.5;0.5;14.13
0.68;0.48;0.32;0.5;0.44;13.7
0.32;0.5;0.26;0.52;0.4;14.2
0.28;0.5;0.38;0.5;0.47;14.34
0.31;0.5;0.38;0.51;0.47;14.09
0.37;0.5;0.29;0.5;0.46;13.99
0.19;0.5;0.31;0.5;0.46;13.85
0.06;0.5;0.27;0.5;0.47;13.65
0.08;0.5;0.25;0.5;0.5;14.05
0.53;0.5;0.29;0.5;0.5;14.82
0.3;0.5;0.31;0.5;0.46;14.16
0.27;0.5;0.35;0.5;0.47;14.79
0.27;0.5;0.38;0.5;0.49;14.79
0.24;0.5;0.38;0.51;0.47;14.14
0.32;0.5;0.32;0.5;0.5;14.47
0.29;0.5;0.35;0.5;0.5;14.66
0.13;0.5;0.39;0.51;0.46;14.43
0.14;0.48;0.44;0.5;0.48;14.15
0.1;0.49;0.41;0.5;0.47;14.17
0.14;0.49;0.38;0.52;0.45;14.4
0.14;0.49;0.37;0.5;0.46;14.32
0.05;0.47;0.33;0.5;0.47;13.88
0.03;0.5;0.28;0.5;0.5;13.24
0.29;0.48;0.32;0.5;0.5;13.43
0.33;0.5;0.31;0.5;0.43;13.74
0.24;0.49;0.33;0.5;0.45;14.17
0.16;0.5;0.37;0.52;0.44;14.12
0.13;0.5;0.37;0.51;0.46;14.48
0.13;0.49;0.41;0.5;0.49;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.47
0.1;0.48;0.41;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.24;0.5;0.37;0.5;0.47;14.72
0.25;0.49;0.4;0.51;0.48;14.6
0.21;0.49;0.42;0.5;0.49;14.48
0.13;0.48;0.43;0.5;0.48;14.58
0.12;0.49;0.41;0.51;0.46;14.45
0.12;0.49;0.4;0.5;0.49;14.36
0.04;0.48;0.39;0.5;0.49;14.23
0.06;0.49;0.33;0.52;0.45;13.92
0.04;0.48;0.22;0.5;0.5;13.17
0.24;0.5;0.21;0.5;0.5;13.33
0.27;0.5;0.27;0.5;0.44;13.75
0.2;0.5;0.3;0.5;0.46;14.43
0.19;0.5;0.35;0.5;0.5;14.49
0.07;0.5;0.28;0.5;0.46;13.77
0.09;0.5;0.25;0.5;0.47;13.77
0.07;0.5;0.25;0.5;0.47;13.64
0.04;0.5;0.17;0.5;0.48;13.55
0.19;0.5;0.17;0.5;0.5;13.55
0.73;0.5;0.28;0.5;0.5;14.88
0.62;0.5;0.3;0.5;0.46;14.34
0.5;0.5;0.28;0.5;0.5;14.36
0.56;0.48;0.32;0.5;0.44;14.25
0.24;0.5;0.3;0.5;0.5;14.55
0.04;0.5;0.36;0.5;0.48;14.41
0.15;0.5;0.38;0.5;0.5;14.4
0.03;0.49;0.32;0.5;0.5;14.31
0.02;0.47;0.29;0.5;0.5;14.21
0.07;0.49;0.34;0.5;0.49;13.92
0.04;0.48;0.22;0.5;0.5;13.17
0.1;0.5;0.24;0.52;0.42;12.72
0.38;0.47;0.21;0.5;0.41;12.82
0.36;0.47;0.2;0.5;0.42;12.73
0.16;0.5;0.16;0.52;0.41;13.07
0.09;0.5;0.2;0.5;0.45;13.13
0.09;0.5;0.21;0.5;0.45;13.74
0.06;0.5;0.29;0.5;0.47;13.67
0.07;0.5;0.31;0.5;0.46;13.99
0.06;0.5;0.31;0.5;0.46;13.98
0.03;0.5;0.28;0.5;0.47;13.91
0.06;0.5;0.3;0.5;0.49;13.51
0.09;0.5;0.21;0.5;0.47;13.14
0.15;0.5;0.15;0.5;0.5;13.69
0.5;0.4;0.25;0.5;0.5;13.11
0.4;0.5;0.27;0.5;0.42;13.15
0.38;0.5;0.24;0.5;0.43;13.79
0.18;0.5;0.15;0.5;0.5;14.18
0.09;0.48;0.29;0.5;0.5;13.72
0.21;0.48;0.44;0.5;0.5;14.66
0.13;0.5;0.39;0.51;0.46;14.48
0.13;0.49;0.41;0.5;0.49;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.08
0.16;0.5;0.31;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.6;0.5;0.33;0.5;0.5;14.95
0.45;0.49;0.38;0.5;0.5;15
0.44;0.48;0.33;0.5;0.5;14.74
0.34;0.5;0.35;0.5;0.5;14.53
0.24;0.5;0.4;0.5;0.5;14.64
0.12;0.5;0.38;0.51;0.46;14.48
0.14;0.49;0.41;0.5;0.49;14.73
0.13;0.5;0.39;0.51;0.48;14.33
0.14;0.49;0.42;0.5;0.5;14.51
0.05;0.5;0.34;0.5;0.47;14.25
0.07;0.49;0.33;0.51;0.49;14.06
0.07;0.5;0.26;0.5;0.5;13.69
0.07;0.5;0.26;0.5;0.5;14.13
0.29;0.5;0.3;0.52;0.4;13.51
0.33;0.5;0.33;0.5;0.43;13.62
0.26;0.48;0.3;0.5;0.45;13.99
0.18;0.5;0.35;0.51;0.44;13.69
0.05;0.5;0.22;0.5;0.5;13.09
0.09;0.5;0.2;0.5;0.45;13.55
0.07;0.5;0.28;0.5;0.46;13.55
0.07;0.5;0.28;0.51;0.45;14.03
0.06;0.49;0.37;0.51;0.46;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.29;0.5;0.29;0.5;0.5;13.41
0.33;0.45;0.33;0.5;0.43;13.52
0.26;0.46;0.32;0.5;0.44;13.75
0.29;0.48;0.34;0.5;0.47;13.64
0.09;0.5;0.23;0.5;0.5;13.25
0.15;0.47;0.21;0.5;0.41;13.23
0.14;0.5;0.2;0.5;0.42;13.2
0.09;0.5;0.12;0.5;0.44;13.76
0.08;0.48;0.24;0.5;0.5;13.77
0.04;0.5;0.19;0.5;0.5;13.17
0.32;0.5;0.33;0.5;0.5;14.5
0.31;0.5;0.35;0.51;0.44;14.01
0.44;0.47;0.38;0.5;0.47;14.36
0.31;0.48;0.29;0.5;0.5;14.67
0.5;0.48;0.36;0.5;0.5;14.25
0.24;0.5;0.3;0.5;0.5;14.55
0.13;0.5;0.39;0.5;0.47;14.67
0.1;0.5;0.37;0.5;0.5;14.7
0.02;0.48;0.38;0.5;0.5;14.5
0.04;0.49;0.37;0.5;0.5;13.65
0.09;0.5;0.25;0.5;0.5;13.69
0.5;0.49;0.36;0.5;0.5;14.96
0.29;0.49;0.4;0.5;0.47;14.53
0.12;0.5;0.4;0.5;0.5;14.64
0.13;0.5;0.39;0.5;0.48;14.1
0.17;0.5;0.34;0.5;0.5;14.51
0.05;0.5;0.33;0.51;0.46;14.29
0.07;0.49;0.34;0.5;0.49;14.38
0.06;0.5;0.33;0.52;0.48;13.69
0.07;0.5;0.26;0.5;0.5;14.13
0.22;0.48;0.43;0.51;0.47;14.6
0.11;0.49;0.42;0.5;0.5;14.84
0.15;0.48;0.44;0.5;0.48;14.29
0.13;0.49;0.41;0.5;0.5;14.47
0.1;0.48;0.41;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.14
0.15;0.5;0.15;0.5;0.5;13.69
0.5;0.5;0.35;0.52;0.43;14.6
0.68;0.5;0.39;0.5;0.46;14.52
0.63;0.47;0.36;0.5;0.5;15.18
0.56;0.47;0.42;0.5;0.5;14.42
0.31;0.5;0.37;0.5;0.47;14.24
0.24;0.5;0.35;0.5;0.5;14.46
0.16;0.5;0.35;0.5;0.5;14.51
0.14;0.5;0.37;0.52;0.45;14.45
0.12;0.49;0.4;0.5;0.49;14.36
0.04;0.48;0.39;0.5;0.48;14.18
0.03;0.47;0.28;0.5;0.5;13.17
0.28;0.49;0.38;0.5;0.5;14.57
0.14;0.48;0.42;0.5;0.47;14.45
0.05;0.49;0.37;0.5;0.48;14.03
0.05;0.5;0.32;0.5;0.5;13.58
0.79;0.5;0.33;0.5;0.5;14.76
0.64;0.5;0.29;0.5;0.5;14.98
0.61;0.5;0.29;0.5;0.46;14.72
0.43;0.5;0.31;0.5;0.47;14.53
0.35;0.49;0.38;0.5;0.5;14.43
0.24;0.49;0.42;0.5;0.5;14.64
0.12;0.5;0.38;0.51;0.46;14.48
0.14;0.49;0.41;0.5;0.49;14.43
0.18;0.5;0.35;0.5;0.48;14.42
0.14;0.5;0.35;0.5;0.48;14.12
0.03;0.49;0.38;0.5;0.48;14.4
0.12;0.48;0.42;0.51;0.47;14.36
0.04;0.48;0.39;0.5;0.48;14.18
0.03;0.47;0.28;0.5;0.5;13.17
0.61;0.5;0.33;0.5;0.5;14.85
0.73;0.5;0.28;0.5;0.5;14.69
0.41;0.5;0.28;0.5;0.45;14.22
0.33;0.5;0.33;0.5;0.47;14.58
0.3;0.5;0.35;0.5;0.48;14.54
0.34;0.5;0.35;0.5;0.5;14.58
0.17;0.5;0.34;0.5;0.47;14.43
0.19;0.5;0.35;0.5;0.5;14.45
0.07;0.5;0.28;0.5;0.46;14.09
0.09;0.5;0.25;0.5;0.48;14.27
0.07;0.49;0.34;0.51;0.46;14.18
0.06;0.47;0.38;0.5;0.47;14.2
0.07;0.49;0.32;0.52;0.49;14.41
0.04;0.49;0.37;0.5;0.5;13.65
0.09;0.5;0.25;0.5;0.5;13.69
0.86;0.5;0.33;0.5;0.5;14.83
0.71;0.5;0.28;0.5;0.5;14.69
0.53;0.5;0.28;0.5;0.5;14.78
0.53;0.5;0.34;0.5;0.47;14.67
0.27;0.49;0.41;0.5;0.47;14.39
0.21;0.49;0.41;0.5;0.5;14.57
0.14;0.48;0.42;0.5;0.47;14.2
0.12;0.5;0.38;0.5;0.5;14.34
0.05;0.49;0.33;0.5;0.5;14.46
0.06;0.49;0.36;0.5;0.5;14.05
0.5;0.4;0.25;0.5;0.5;13.79
0.29;0.5;0.13;0.5;0.5;12.73
0.17;0.5;0.17;0.5;0.43;13.2
0.08;0.5;0.23;0.5;0.45;13.55
0.07;0.5;0.28;0.5;0.46;13.77
0.09;0.5;0.24;0.52;0.45;13.79
0.03;0.49;0.31;0.5;0.47;13.94
0.07;0.47;0.35;0.52;0.47;13.92
0.04;0.48;0.22;0.5;0.5;13.17
0.91;0.47;0.41;0.5;0.5;15.57
0.87;0.47;0.44;0.5;0.5;14.95
0.63;0.5;0.33;0.5;0.5;14.74
0.49;0.5;0.31;0.5;0.46;14.42
0.31;0.5;0.37;0.5;0.47;14.24
0.24;0.5;0.35;0.5;0.5;14.46
0.17;0.5;0.36;0.5;0.46;13.8
0.14;0.5;0.3;0.5;0.5;13.97
0.06;0.5;0.23;0.5;0.46;13.77
0.04;0.5;0.19;0.5;0.5;13.17
0.53;0.5;0.28;0.5;0.5;14.69
0.27;0.5;0.35;0.5;0.47;14.63
0.24;0.5;0.38;0.51;0.46;14.41
0.12;0.49;0.42;0.5;0.47;14.27
0.2;0.49;0.4;0.51;0.46;14.56
0.14;0.49;0.41;0.5;0.49;14.35
0.12;0.48;0.42;0.5;0.47;14.32
0.05;0.47;0.33;0.5;0.47;13.88
0.03;0.5;0.28;0.5;0.5;13.24
0.22;0.49;0.4;0.5;0.5;14.83
0.25;0.49;0.41;0.5;0.47;13.99
0.19;0.5;0.31;0.5;0.46;13.85
0.18;0.5;0.31;0.5;0.5;14.08
0.16;0.5;0.31;0.5;0.5;14.42
0.05;0.5;0.32;0.5;0.46;14.22
0.03;0.5;0.25;0.5;0.5;13.14
0.17;0.5;0.29;0.5;0.5;13.72
0.21;0.5;0.29;0.5;0.46;14.08
0.15;0.5;0.35;0.5;0.47;14.16
0.12;0.5;0.37;0.5;0.47;14.15
0.04;0.5;0.35;0.5;0.48;14.19
0.09;0.5;0.39;0.51;0.46;14.36
0.04;0.48;0.39;0.5;0.48;14.18
0.03;0.47;0.28;0.5;0.5;13.17
0.43;0.47;0.38;0.5;0.45;13.92
0.53;0.49;0.35;0.5;0.46;14.66
0.28;0.49;0.38;0.5;0.5;14.64
0.09;0.5;0.34;0.5;0.5;14.34
0.02;0.5;0.22;0.5;0.5;13.91
0.06;0.5;0.26;0.5;0.5;13.58
0.02;0.48;0.4;0.5;0.5;14.47
0.03;0.5;0.36;0.5;0.5;13.63
0.08;0.5;0.25;0.5;0.5;13.69
0.99;0.5;0.36;0.5;0.5;14.99
0.87;0.5;0.28;0.5;0.5;14.8
0.67;0.5;0.28;0.5;0.5;14.74
0.49;0.5;0.31;0.5;0.46;14.43
0.28;0.49;0.39;0.5;0.47;14.35
0.15;0.5;0.39;0.5;0.47;14.35
0.12;0.5;0.37;0.5;0.5;14.36
0.1;0.5;0.38;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.03;0.49;0.32;0.5;0.5;13.68
0.08;0.49;0.32;0.5;0.46;13.99
0.07;0.5;0.31;0.5;0.49;14.27
0.07;0.49;0.34;0.51;0.49;14.06
0.07;0.5;0.27;0.5;0.5;13.58
0.08;0.5;0.23;0.5;0.5;14.02
0.02;0.5;0.34;0.5;0.5;14.14
0.11;0.49;0.39;0.5;0.47;14.24
0.13;0.49;0.4;0.51;0.46;14.42
0.11;0.48;0.44;0.5;0.48;14.12
0.03;0.49;0.38;0.5;0.48;14.4
0.12;0.48;0.42;0.51;0.47;14.36
0.04;0.48;0.39;0.5;0.48;14.18
0.03;0.47;0.28;0.5;0.5;13.17
0.57;0.5;0.28;0.5;0.5;14.73
0.41;0.5;0.32;0.5;0.5;14.69
0.27;0.5;0.35;0.5;0.47;14.63
0.27;0.5;0.38;0.5;0.5;14.6
0.21;0.49;0.42;0.5;0.49;14.66
0.13;0.5;0.39;0.51;0.46;14.48
0.13;0.49;0.41;0.5;0.49;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.08
0.16;0.5;0.31;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.3;0.5;0.35;0.52;0.44;14.35
0.14;0.48;0.4;0.5;0.5;14.61
0.29;0.5;0.37;0.5;0.47;13.63
0.25;0.5;0.23;0.5;0.5;13.79
0.31;0.5;0.24;0.5;0.43;13.73
0.15;0.5;0.15;0.5;0.5;14.02
0.02;0.48;0.2;0.5;0.5;13.44
0.12;0.48;0.17;0.5;0.5;13.55
0.25;0.5;0.35;0.51;0.45;14.27
0.24;0.49;0.41;0.5;0.47;14.57
0.22;0.48;0.43;0.51;0.47;14.6
0.21;0.49;0.42;0.5;0.49;14.66
0.13;0.5;0.39;0.51;0.46;14.48
0.13;0.49;0.41;0.5;0.49;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.08
0.16;0.5;0.31;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.59
0.12;0.48;0.28;0.5;0.5;13.69
0.39;0.49;0.4;0.5;0.49;14.83
0.27;0.5;0.39;0.5;0.47;14.24
0.15;0.5;0.35;0.5;0.47;14.13
0.05;0.5;0.31;0.5;0.48;13.99
0.06;0.5;0.3;0.5;0.5;14.05
0.78;0.5;0.36;0.5;0.46;14.19
0.67;0.5;0.29;0.5;0.46;14.74
0.58;0.5;0.33;0.5;0.47;14.43
0.4;0.48;0.34;0.5;0.5;14.39
0.14;0.49;0.41;0.5;0.47;14.27
0.13;0.5;0.4;0.5;0.5;14.45
0.1;0.49;0.4;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.14
0.15;0.5;0.15;0.5;0.5;13.69
0.18;0.49;0.38;0.5;0.46;14.17
0.25;0.49;0.38;0.5;0.47;14.4
0.25;0.48;0.41;0.51;0.47;14.25
0.36;0.48;0.34;0.5;0.45;14.23
0.24;0.5;0.31;0.52;0.42;14.28
0.22;0.49;0.4;0.51;0.48;14.53
0.16;0.49;0.4;0.5;0.47;14.36
0.05;0.5;0.35;0.5;0.48;13.95
0.05;0.5;0.3;0.5;0.5;13.58
0.3;0.5;0.09;0.5;0.5;12.56
0.12;0.47;0.21;0.5;0.41;12.66
0.19;0.5;0.21;0.5;0.45;13.75
0.09;0.48;0.28;0.5;0.44;13.55
0.05;0.46;0.23;0.5;0.46;14.06
0.07;0.47;0.31;0.5;0.5;14.25
0.03;0.49;0.3;0.5;0.5;13.17
0.54;0.48;0.26;0.5;0.5;14.73
0.49;0.5;0.34;0.5;0.5;14.69
0.39;0.5;0.35;0.5;0.47;14.43
0.28;0.49;0.39;0.5;0.47;14.35
0.23;0.5;0.39;0.5;0.5;14.53
0.16;0.49;0.4;0.5;0.47;14.05
0.12;0.5;0.34;0.5;0.5;14.09
0.05;0.5;0.29;0.5;0.5;14.42
0.01;0.49;0.32;0.5;0.5;14.09
0.06;0.49;0.31;0.5;0.5;13.39
0.43;0.47;0.38;0.5;0.45;15
0.52;0.47;0.42;0.5;0.5;14.9
0.58;0.5;0.33;0.5;0.5;14.66
0.33;0.49;0.38;0.5;0.5;14.91
0.29;0.49;0.41;0.5;0.5;14.68
0.13;0.5;0.36;0.51;0.46;14.48
0.19;0.49;0.38;0.5;0.49;14.67
0.15;0.5;0.38;0.51;0.47;14.42
0.11;0.48;0.44;0.5;0.48;14.54
0.15;0.49;0.39;0.51;0.48;14.47
0.1;0.48;0.41;0.5;0.5;14.42
0.07;0.5;0.31;0.51;0.45;14.33
0.06;0.49;0.33;0.5;0.49;13.75
0.09;0.5;0.26;0.5;0.47;13.14
0.15;0.5;0.15;0.5;0.5;13.69
0.57;0.43;0.29;0.5;0.5;13.12
0.5;0.47;0.3;0.5;0.41;13.18
0.36;0.5;0.24;0.5;0.43;13.7
0.22;0.5;0.28;0.5;0.46;14.05
0.17;0.5;0.34;0.5;0.47;14.59
0.19;0.5;0.35;0.5;0.49;14.05
0.24;0.48;0.32;0.5;0.45;13.79
0.33;0.5;0.24;0.53;0.39;13.15
0.15;0.5;0.15;0.5;0.45;12.95
0.33;0.5;0.26;0.5;0.46;13.97
0.06;0.5;0.23;0.5;0.46;13.77
0.04;0.5;0.19;0.5;0.5;13.17
0.68;0.43;0.29;0.5;0.5;13.51
0.33;0.5;0.33;0.5;0.43;13.45
0.33;0.5;0.31;0.5;0.43;13.74
0.23;0.49;0.32;0.52;0.42;14
0.16;0.5;0.33;0.52;0.44;13.9
0.39;0.5;0.33;0.5;0.46;14.24
